Input,Product,Quantity,Tags
Grade Four
First Day of School-,Day,1,
6pencils
boxes of SHARPENED #2 p,SHARPENED,1,boxes
a8
marble (hardcover) notebooks,marble notebooks,Multiple,
o 6 pocket plastic folders,pocket plastic folders,Multiple,
al red al yellow ❑ 1 blue a 1 orange
al green o 1 black
p
a 3 rolls paper a r towels & 3 large boxes of tissues,paper towels large tissues,Multiple,"rolls,boxes"
❑ 3 sharpies & 2 highlighters,sharpies highlighters,3,
❑ 4 dry erase markers (can be multi -pack),dry erase markers,4,
❑ 1 pencil sharpener with cover,pencil sharpener,1,
o
large bottle of hand sanitizer & 1 bottle of liquid soap,large hand sanitizer liquid soap,1,"bottle,bottle"
o 2 large erasers,large erasers,Multiple,
o 4 (10 packs) of post -its,post its,1,
o Lysol/Clorox disinfecting wipes
Second Day of School,Day,1,
❑ 24 piece box of crayons,piece crayons,24,box
o 1 pack of markers,markers,Multiple,pack
o colored pencils,colored pencils,Multiple,
o 2 packs of looseleaf,pack looseleaf,1,packs
❑ 1 pair of scissors,scissors,1,pair
o 2 rolls of scotch tape,scotch tape,1,rolls
o 1 large Elmer's glue and 3 glue sticks,large Elmer glue and glue sticks,1,
o 1 box of 1 gallon ZIPLOC bags AND 1 box of Jumbo 2.5 gallon ZIPLOC bags,ZIPLOC bags AND Jumbo ZIPLOC bags,Multiple,"box,gallon,box,gallon"
o 1 pack of construction paper,construction paper,1,pack
o 1 roll of Packaging Tape,Packaging Tape,1,roll
Third Day of School,Day,1,
o 1 multi -colored pen,multi colored pen,1,
o 1 soft pencil case (no plastic hard boxes),soft pencil case,1,
❑ 1 ruler,ruler,1,
o 1 pack of 3x5 index cards (any color),index cards,Multiple,"3x5,pack"
o 1 pack of 5x8 index cards (any color),index cards,Multiple,"5x8,pack"
o 1 ream (500 sheets) of computer paper -yearly subscription,computer paper yearly subscription,1,ream
o $12.00 cash for Time for Kids and various children's magazine,cash,1,
Purple solid color T-shirt for Field Trip days,solid color shirt,1,Purple
