2016-2017
CPJH 8 School Supply List
• 2 in. Binder,Binder,2
• 2 packages of loose leaf paper,loose leaf paper,2
• dividers,dividers,Multiple
• (4) 3 subject or 5 subject notebooks (Mead 8 i x 11 is preferred) w/folders,5 subject notebooks,4
• (2) pocket folders,pocket folders,2
• (1 pk) colored pencils,colored pencils,1
• (4 pks) pencils,pencils,4
• (2 pks) erasable blue do black pens
• (1) box of Kleenex,Kleenex,1
• (1) container of Clorox wipes,Clorox wipes,1
• (4) speckled notebooks,speckled notebooks,4
• $20.00 school fee
• Mesh or clear backpack,clear backpack,1
"• P.E. Shirt (ordered and purchased in office) and Royal blue shorts, pants or"
skirt,Shirt and royal blue shorts pants or skirt,1
• Earbuds,Earbuds,Multiple
• (2) Glue sticks,Glue sticks,2
