* Book Bag,Book Bag,1
* 2 packs of pink erasers of 4,pack erasers,2
*2 boxes of12pencils,pencils,
* 1 p of Clorox wipes,Clorox wipes,1
* 1 box of tissues,tissues,1
* 1 pack of EXPO markers,pack EXPO markers,1
* 3 box3s of 1 quart zip -lock bags,quart zip lock bags,3
*4 packs of 6 glue sticks,pack glue sticks,4
"* a change of clothes in a big zip lock bag (blue sweatpants, shirt, socks", big zip lock bag,Multiple
* 2 packs of crayons,pack crayons,2
* 1 pack of multi -color construction paper 1;81/2 x 11'),multi color construction paper,1
* 2 reams of Staples copy wh-,reams Staples copy,2
paper (,paper,1
p itelN,,
* 2 packs of index cards,pack index cards,2
* one 4 pack of pla d,,
Y oh,,
