Reeltown
�lementa
1 List
1st Grad Su,Grad,1
• 1.5 -inch,inch,1
arview binder,binder,1
1 clear pencil pouch that zips.,clear pencil pouch that zips,1
",t into a"
• 6 p (It binder.)
"pock folders ►�O PRONGS 2 -red, 1 of each: green, prang"
4 packs of pencils,pack pencils,4
' Handheld pencil sharpener,Handheld pencil sharpener,1
• 3 packs of cop poper,pack cop,3
' 1 crayon box,crayon,1
• 2 boxes of crayons (24 count),crayons,2
• 2 first grade writing tablets,writing tablets,2
• 1 pack of page protectors,pack page protectors,1
• 2 boxes of Kleenex,Kleenex,2
• 2 containers Clorox like wipes,containers Clorox like wipes,2
• 1 pack of baby wipes —,pack baby wipes,1
• 1 bottle of sanitizer,sanitizer,1
• 4 glue sticks,glue sticks,4
• 1 pair of safety scissors,safety scissors,1
1 pack colored copy paper (NOT construction paper),pack colored copy paper,1
• 1 pack of dry erase markers,pack dry erase markers,1
• 2 rolls of paper towels,rolls paper towels,2
*WISH LIST*,WISH,1
-$20 Class Donation (This money will be used for class incentives and needs throughout 1,Class Donation,20
school year),year,1
-small prizes/candy for student rewards (We give these daily for good behavior so we u,small prizes candy,Multiple
lot.),lot,1
-Dry Erase board Cleaner,Dry Erase board Cleaner,1
-Air freshener spray,Air freshener spray,1
- Plug-in refills,Plug refills,Multiple
- Wax Warmer Cubes,Wax Warmer Cubes,Multiple
- Extra snacks/juice (when students forget or don't bring snack),Extra snacks juice,Multiple
-Lysol,Lysol,1
