EDI;,EDI,1
Grade
school Planner -sold at registration/office,Planner sold registration office,1
6 Spiral lined notebooks,Spiral lined notebooks,6
6 Pocket folders with 3 hole punches,Pocket folders,6
1:6 different colors;),different colors,1
"3"" Binderwith metal rings (zipped Is best:1",metal rings,3
Zipper pencil pouch - 3 -hole punched,Zipper pencil pouch hole punched,1
2 Spiral graph paper notebook,Spiral graph paper notebook,2
3 Loose leaf lined paper,Loose leaf lined paper,3
2 Loose leaf graph paper (1 to teacher),Loose leaf graph paper,2
Erasers (1 pkg. or 1 big one),Erasers,Multiple
1 small pkg. of Highlighers,small,1
Handheld pencil sharpenerwithacover,Handheld pencil,1
Pencils —at least24,Pencils,Multiple
Pens Wat least 12,Pens Wat least,12
"1 bx Colored pencils, crayonsormarkers",Colored pencils,1
1 Cl ea r t ape,ape,1
1 Glue stick or bottle,Glue stick,1
5 Pkgs. post -it notes (Give to teacher),post notes,5
Earbuds,Earbuds,Multiple
Optional
Calculator -T130 or higher,Calculator higher,1
Water bottle,Water,1
Small scissors,Small scissors,Multiple
Ruler- metric and inches,Ruler metric and inches,Multiple
