Item,Item,1
", Book big (without wheels)",Book big,1
11 (1..1rge )
"I, >r t ont.iincr tor Art Supplies",tor Art,1
[olders wrth Bottom Pockets,Bottom Pockets,Multiple
"li .1,uuties"
c 1 ina u v Fcscarch
"c ti,l�t"
"t,;,:.il-.art"
�3• Ni MI -Colored- Health,Colored Health,3
`.iirble Notebook (Math) optional,Notebook optional,1
One subject notebook (any type) for Humanities,One subject notebook,1
One subject notebook (any type) Science,One subject notebook Science,1
1 I Package of construction paper,construction paper,1
Loose Leaf Paper for Folders/Homework,Loose Leaf Paper,1
' Pink Erasers for Classwork,Pink Erasers,Multiple
Pencil Sharpener with Case for Shavings,Pencil Sharpener,1
Drawing Pencil Set or 1 each of these Art,Drawing Pencil each these Art,1
"Pencils. 411, 211, 2B, 4B",Pencils 411 211,Multiple
'40.11 Sharpener for Art Class,Sharpener,40
'K
4116.
