camentamalallu
1 Da Persia 12. Dann. - Las. Fws. D:,Persia Las,1
"1N Fakirs. 2Podia, SRL",Fakirs,Multiple
t Ea Fa dr. 2 Fadrt 14 P1. Owips
"1 Ea !Ertl, Pak. a alFww taw C. Art",Art,1
2 EA rips Aw[ _ War Ors'. 40 Ct,rips War Ors,2
"1 Ea hies Cass. Pabst lands ray"" - 1 M T. Art",hies Cass Pabst lands ray Art,1
4 d Fad. Tram. -- 2 -Pry. 06 a. Man,Fad Tram Pry Man,4
t Ea Pad ant Root 076' a 676' a T. Art
1 M •- - - - - - . Oaawk C.drw ria.7Yr. 6ldtl
2 Ea Oapis _ Tid aR 24
t Pr - . 6'. EMnI Pa. Ulm Fws. Aril
3 Ea Oa aids - - P *. Dar Osr..n ac,aids Dar,3
2 Ea Mr4. Dry Ears. 01601. Law Odor Era*,Dry rs 01601 Law Odor Era,2
1 a Pads. -'— - r.,Pads,1
