Reinforcements,Reinforcements,Multiple
High School
#2 Pencils,Pencils,2
Eraser,Eraser,1
Pcnc i l Sharpener,Sharpener,1
Pens,Pens,Multiple
Highlighters,Highlighters,Multiple
Markers,Markers,Multiple
12 inch Ruler,inch Ruler,12
Tape,Tape,1
Scissors,Scissors,Multiple
Ruled Index Cards,Ruled Index Cards,Multiple
Folders with pockets (5),Folders,Multiple
Composition Notebook,Composition Notebook,1
Loose Leaf Filler Paper Narrow Rule,Loose Leaf Filler Paper Narrow Rule,1
Reinforcements,Reinforcements,Multiple
MS/HS 225
"2225 Webster Attune,",Webster Attune,2225
Brosn. NI' I0157
Tel (718054.0113/ /fix (715) 510-510Z,Tel 718054 0113 fix 510,1
