Presentation of Mary Academy School Supply List 2017-2018,Presentation Mary Academy 2017,2018
Grade: 5
_ Item . — 5,Item,5
#2 Pencils- (sharpened) ''� 1 Box,Pencils,2
Colored Pencils,Colored Pencils,Multiple
Small p Sharpener with collector � 2,Small Sharpener,2
Blue/Black Pens 1 I,Blue Black Pens,Multiple
"Corr_ Pen (red, purple, green etc.) 1 1",Corr Pen,1
Nylon Penal Case 1,Nylon Penal Case,1
White -0t won tape — 1,White won tape,1
h Ruler with inches/metric 1 Package _,Ruler,1
Highlighters 2= es S,Highlighters,Multiple
Magic Markers Fine Tip Washable (one for Spanish) — 1,Magic Markers Fine Tip Washable,1
Protractor 1,Protractor,1
Compass 1,Compass,1
i Fiskar Scissors,Fiskar Scissors,Multiple
Expo Dry Erase Markers -fine tip -bold color 4 4,Expo Dry Erase Markers fine tip bold color,4
4 Inch Binder (zipper close with storage pockets),Inch Binder,4
Plastic 2 Pocket Folders- 2 red/1 orange/1 yellow/1 green/1 blue/1 purple 7,Plastic Pocket Folders red orange yellow green blue,7
Folders must be pre -punched with holes to fit in binder -No Metal TabslPronas
2 Pocket Folder -RED (for Library)and BLACK (for Music) 2,Pocket Folder RED,2
Single Subject Notebook -Wide Ruled -2 red/1 orange/1 yellow/1 green/1 blue/1 purple 7,Single Subject Notebook Wide Ruled red orange yellow green blue,7
"Single Subject Notebook -for Spanish""'new students only 1",Single Subject Notebook,1
Glue Stick (2 for caw2 for Spanish) 4,Glue Stick,4
Paper Mate Flair Pen -Medium Point -BLACK -for Art 1,Paper Mate Flair Pen Medium Point BLACK,1
Sketch book-Approx. 9x6 -for Art 1,Sketch book Approx,1
3 hole punched wide ruled loose leaf paper 2
3 x 5 Index Cards (100 ct pack) 3,Index Cards,3
dairaiiihrikaiiisowai 1
Graph Notebook for Math 1,Graph Notebook,1
Backpack 1,Backpack,1
4
wiiiiiiiiiblinsatale 4
liiii iaiie. 4
eilis 4
Grades 2-8 Assignment Notebook - Mandatory,Assignment Notebook Mandatory,1
Recorder -(Used for Music class in Grades 3 -5 -mandatory if not previously purchased) $6.00,Recorder,00
Monthly Dress Down Day Passes (10 months/$2.00 per day=$20.00) $20.00,Monthly Dress Down Day Passes,00
"'Parents, please make sure that all clothing, backpacks, and lunch boxes are labeled with your child's name and grade."
'Students are required to cover hard cover books by the end of the first week of school. Please do not use adhesive covers.
Clio here and send bottom Portion in with Payment
Grade Five 2017-2018,Five 2017,2018
For online payment. Please click on the link in the accomoanving email or on the home Page of omaschool.orq
js avoid i fee Please use your checkina account and routing number instead of a credit card.
Please note: This is the PREFERRED method of payment.
If online Payment is not Possible Please print this form and send it in with Payment
"Due Date: August 24, 2017",Due Date,2017
Please submit a separate form for each CHILD but only ONE CHECK PER FAMILY. Thank you!
Quantity,Quantity,1
Child's Name: _ Grade/Class Code,Child Name Class Code,1
Assignment Notebook -$5.00,Assignment Notebook,00
"Recorder -$6,00 (for new students that did not purchase in Gr. 4)",Recorder,00
Monthly Dress Down Days -$20.00,Monthly Dress Down Days,00
10 days at $2.00 each (Dress Down Days are announced in the monthly calendar). This is,days each This,10
"na�cipate in the Dre  Days, Funds raised through the month) Dress optional, you may choose to"
g y  go direct to The Thompson Pay a mon basi or nc
"Performing P Center fnr elkt.,t:.r"
